timesteps,mean_reward,std_reward
8.000000000000000000e+03,1.161888499999999685e-01,3.785269294164835263e-01
1.600000000000000000e+04,1.296306959999999897e-01,4.624551494700730458e-01
2.400000000000000000e+04,2.082187119999999725e-01,1.612896622206304309e-01
3.200000000000000000e+04,2.095315819999999940e-01,1.792496305370007426e-01
4.000000000000000000e+04,2.136728579999999933e-01,1.841017515073059552e-01
4.800000000000000000e+04,2.090256120000000273e-01,1.872963038496741339e-01
5.600000000000000000e+04,2.041048819999999875e-01,1.737011089742494241e-01
6.400000000000000000e+04,2.172604980000000241e-01,2.228338359888237530e-01
7.200000000000000000e+04,2.078822400000000237e-01,1.481300486531561267e-01
8.000000000000000000e+04,2.058367519999999840e-01,1.800084793835848573e-01
